,precision,recall,f1-score,support
589,1.0,1.0,1.0,1.0
590,0.9230769230769231,0.9230769230769231,0.9230769230769231,13.0
591,1.0,1.0,1.0,5.0
592,0.8,0.8,0.8,5.0
593,1.0,1.0,1.0,2.0
594,1.0,1.0,1.0,2.0
595,0.4,1.0,0.5714285714285714,2.0
596,0.0,0.0,0.0,1.0
597,0.75,1.0,0.8571428571428571,3.0
598,0.8260869565217391,1.0,0.9047619047619048,19.0
599,0.5,0.5,0.5,2.0
600,1.0,1.0,1.0,1.0
601,1.0,1.0,1.0,3.0
602,1.0,1.0,1.0,2.0
603,1.0,0.75,0.8571428571428571,4.0
604,1.0,0.8888888888888888,0.9411764705882353,9.0
605,0.0,0.0,0.0,1.0
606,0.875,0.9333333333333333,0.9032258064516129,15.0
607,0.0,0.0,0.0,1.0
608,0.0,0.0,0.0,1.0
609,0.5,1.0,0.6666666666666666,1.0
610,1.0,1.0,1.0,7.0
611,0.0,0.0,0.0,2.0
612,1.0,1.0,1.0,1.0
613,0.5,1.0,0.6666666666666666,1.0
614,1.0,1.0,1.0,5.0
615,0.5,1.0,0.6666666666666666,1.0
616,1.0,1.0,1.0,6.0
617,1.0,0.6,0.75,5.0
618,0.8,0.8888888888888888,0.8421052631578947,9.0
619,1.0,1.0,1.0,1.0
620,0.88,0.9166666666666666,0.8979591836734694,24.0
621,1.0,1.0,1.0,1.0
622,1.0,1.0,1.0,1.0
623,1.0,1.0,1.0,4.0
624,1.0,0.8888888888888888,0.9411764705882353,9.0
625,0.0,0.0,0.0,1.0
626,0.8571428571428571,1.0,0.9230769230769231,12.0
627,1.0,1.0,1.0,2.0
628,1.0,1.0,1.0,2.0
629,0.6,1.0,0.75,3.0
630,0.0,0.0,0.0,1.0
631,1.0,1.0,1.0,2.0
632,1.0,1.0,1.0,3.0
633,1.0,1.0,1.0,2.0
634,0.0,0.0,0.0,1.0
635,1.0,1.0,1.0,2.0
636,1.0,1.0,1.0,4.0
637,1.0,1.0,1.0,1.0
638,0.0,0.0,0.0,1.0
639,0.0,0.0,0.0,1.0
640,1.0,0.5,0.6666666666666666,2.0
641,1.0,1.0,1.0,4.0
642,0.0,0.0,0.0,1.0
643,0.0,0.0,0.0,1.0
644,1.0,1.0,1.0,3.0
645,1.0,1.0,1.0,1.0
646,0.0,0.0,0.0,2.0
647,0.0,0.0,0.0,4.0
648,1.0,0.5,0.6666666666666666,2.0
649,0.5,1.0,0.6666666666666666,1.0
650,0.0,0.0,0.0,1.0
651,1.0,1.0,1.0,2.0
652,0.75,0.5454545454545454,0.631578947368421,11.0
653,0.0,0.0,0.0,1.0
654,0.0,0.0,0.0,1.0
655,1.0,1.0,1.0,1.0
656,0.0,0.0,0.0,1.0
657,1.0,1.0,1.0,1.0
658,1.0,0.5,0.6666666666666666,2.0
659,0.125,0.25,0.16666666666666666,4.0
660,0.5,1.0,0.6666666666666666,1.0
661,1.0,1.0,1.0,1.0
662,0.0,0.0,0.0,1.0
663,0.0,0.0,0.0,1.0
664,0.3333333333333333,1.0,0.5,1.0
665,0.0,0.0,0.0,2.0
666,0.0,0.0,0.0,1.0
667,1.0,0.8333333333333334,0.9090909090909091,6.0
668,0.0,0.0,0.0,1.0
669,1.0,1.0,1.0,1.0
670,0.0,0.0,0.0,1.0
671,0.9375,0.8823529411764706,0.9090909090909091,17.0
672,1.0,1.0,1.0,1.0
673,1.0,1.0,1.0,1.0
674,0.6666666666666666,1.0,0.8,2.0
675,0.8,0.5714285714285714,0.6666666666666666,7.0
676,0.6666666666666666,1.0,0.8,2.0
677,1.0,1.0,1.0,1.0
