0,0,149
0,8,1
0,82,2
0,97,1
0,362,1
0,797,1
0,1391,1
0,1625,1
1,1,2
2,211,1
3,471,1
4,4,2
5,135,1
6,6,2
7,230,1
8,8,1
8,265,1
9,9,1
10,265,1
10,1384,1
11,8,1
12,1572,1
13,8,1
14,82,1
14,214,1
15,15,1
16,16,2
17,17,2
18,563,1
19,82,1
19,211,1
20,20,1
21,21,4
21,82,1
22,565,1
23,69,1
24,24,1
25,25,1
26,0,3
26,1,1
26,26,38
26,82,1
26,230,4
26,1224,1
27,27,1
28,28,1
29,29,2
30,30,1
31,31,1
32,32,1
33,33,2
34,34,11
35,35,1
36,1560,1
37,82,1
38,38,1
39,39,1
40,82,1
41,41,4
42,208,1
43,43,1
43,1642,1
44,44,1
45,1567,1
46,46,1
47,47,11
47,74,1
47,1448,1
47,1570,1
47,1589,1
48,1448,1
49,49,11
50,230,1
51,1712,1
52,52,1
53,26,1
53,53,11
53,346,1
53,493,1
54,54,1
54,230,1
55,265,1
56,56,1
57,57,1
58,58,1
59,326,1
60,60,1
61,1348,1
62,71,1
62,265,1
63,346,1
64,64,1
65,1252,1
65,1667,1
66,66,1
66,189,1
67,67,2
68,68,1
69,69,1
70,70,1
70,1709,1
71,71,2
72,72,2
73,73,2
74,74,3
75,75,1
76,76,2
77,77,1
78,78,8
79,82,1
80,80,14
80,1709,1
81,82,1
82,69,1
82,82,13
82,563,1
82,1448,2
83,83,1
84,389,1
85,85,1
86,537,1
87,87,15
88,88,1
89,0,1
90,90,3
90,265,1
90,312,1
91,265,1
91,1067,1
92,92,3
93,331,1
93,1099,1
94,1709,1
95,505,1
96,96,1
97,97,2
98,98,4
99,8,1
99,82,1
99,1448,1
99,1560,1
100,1387,1
101,1560,1
102,102,1
103,82,2
103,103,3
104,104,1
105,105,4
106,106,3
107,107,2
108,108,1
109,109,12
110,190,1
111,82,1
111,111,2
112,112,1
113,82,1
113,206,1
114,1194,1
115,115,6
116,82,1
117,117,1
118,118,4
119,1290,1
120,82,1
120,120,30
120,265,1
121,121,6
122,122,2
122,1560,1
123,123,1
124,124,4
125,125,1
126,179,1
127,127,2
128,128,1
129,129,1
130,130,2
131,131,28
132,132,1
133,265,1
134,134,1
134,286,1
135,135,1
136,135,1
137,0,1
137,137,2
137,1667,1
138,1408,1
139,230,1
140,82,1
141,493,1
142,375,1
143,8,1
144,144,1
144,183,1
144,379,1
144,1067,1
145,0,1
145,82,1
145,326,1
145,453,1
145,1560,1
146,360,1
147,147,6
147,179,1
148,148,4
149,149,4
150,150,1
151,151,1
151,170,1
152,82,1
153,1448,1
154,154,1
155,120,1
156,156,6
157,157,1
158,1448,1
159,183,1
159,401,1
159,498,1
160,157,1
160,160,1
161,8,1
161,505,1
161,1093,1
162,162,1
163,163,3
163,183,1
164,82,1
165,165,1
166,351,1
167,1683,1
168,335,1
169,1570,1
170,170,1
171,171,1
172,82,1
173,74,1
174,82,1
175,175,1
176,176,2
177,177,1
178,178,1
179,69,1
180,180,1
181,181,2
182,182,1
183,359,1
183,470,1
183,1560,1
184,1709,1
185,141,2
185,144,1
185,265,1
185,473,1
186,1274,1
187,187,1
188,188,1
188,189,1
189,189,1
190,82,1
190,190,2
191,8,1
191,191,1
191,389,1
191,518,1
192,0,1
192,299,1
193,69,1
193,193,1
193,1709,1
194,194,7
195,1698,1
196,196,1
196,286,1
196,329,1
197,197,1
197,227,1
198,198,2
199,563,1
200,444,1
201,1560,1
202,202,2
203,1616,1
204,204,1
205,205,5
206,206,1
206,265,1
207,207,1
208,208,2
209,209,1
210,210,2
211,211,2
212,286,1
212,1409,1
213,69,1
213,533,1
214,214,8
215,215,1
216,216,1
217,217,2
218,82,1
219,219,1
220,1248,1
221,221,5
222,222,1
223,223,1
224,224,1
225,225,1
226,226,1
227,69,1
228,228,1
229,214,1
230,230,41
