0,0,145
0,26,4
0,82,3
0,97,1
0,221,1
0,265,1
0,794,1
0,1772,1
1,1,2
2,8,1
3,1766,1
4,4,2
5,260,1
6,6,2
7,82,1
8,82,1
8,1560,1
9,9,1
10,80,2
11,82,1
12,12,1
13,82,1
14,14,1
14,1079,1
15,0,1
16,16,2
17,17,2
18,82,1
19,82,1
19,1766,1
20,20,1
21,21,5
22,82,1
23,1570,1
24,117,1
25,25,1
26,0,3
26,26,40
26,29,1
26,93,2
26,230,1
26,659,1
27,27,1
28,28,1
29,29,2
30,30,1
31,1124,1
32,32,1
33,33,2
34,34,8
34,265,1
34,1067,1
34,1570,1
35,34,1
36,69,1
37,171,1
38,38,1
39,39,1
40,8,1
41,41,4
42,208,1
43,43,1
43,1642,1
44,44,1
45,1567,1
46,46,1
47,47,10
47,265,1
47,1570,1
47,1692,3
48,568,1
49,49,11
50,1560,1
51,82,1
52,52,1
53,26,1
53,53,13
54,54,1
54,260,1
55,265,1
56,267,1
57,57,1
58,0,1
59,1560,1
60,60,1
61,1772,1
62,82,1
62,374,1
63,346,1
64,64,1
65,65,2
66,82,1
66,1093,1
67,67,2
68,68,1
69,69,1
70,70,2
71,71,2
72,72,2
73,73,2
74,74,3
75,75,1
76,76,2
77,77,1
78,78,8
79,82,1
80,80,14
80,1448,1
81,82,1
82,8,1
82,82,15
82,1570,1
83,83,1
84,84,1
85,1663,1
86,1467,1
87,87,15
88,26,1
89,89,1
90,90,4
90,306,1
91,265,1
91,1772,1
92,92,3
93,53,1
93,93,1
94,1560,1
95,95,1
96,1570,1
97,97,2
98,98,4
99,82,2
99,221,2
100,1448,1
101,1772,1
102,102,1
103,82,1
103,103,3
103,1402,1
104,104,1
105,105,4
106,106,3
107,107,2
108,108,1
109,8,1
109,109,11
110,82,1
111,93,1
111,111,2
112,112,1
113,82,2
114,1570,1
115,115,6
116,116,1
117,117,1
118,118,4
119,282,1
120,82,1
120,120,30
120,1560,1
121,121,6
122,122,2
122,1567,1
123,123,1
124,124,3
124,288,1
125,253,1
126,8,1
127,127,2
128,128,1
129,197,1
130,130,2
131,26,1
131,131,27
132,132,1
133,133,1
134,82,2
135,135,1
136,135,1
137,137,4
138,1560,1
139,82,1
140,140,1
141,1570,1
142,1570,1
143,82,1
144,144,1
144,299,1
144,1244,1
144,1570,1
145,82,3
145,109,1
145,1560,1
146,183,1
147,8,1
147,82,1
147,147,3
147,200,1
147,351,1
148,148,4
149,149,4
150,150,1
151,170,2
152,82,1
153,1448,1
154,154,1
155,120,1
156,82,1
156,156,5
157,157,1
158,82,1
159,183,1
159,260,1
159,351,1
160,157,1
160,160,1
161,82,3
162,162,1
163,183,1
163,335,1
163,435,2
164,82,1
165,165,1
166,379,1
167,1570,1
168,374,1
169,1570,1
170,170,1
171,171,1
172,1448,1
173,404,1
174,8,1
175,404,1
176,176,2
177,177,1
178,178,1
179,82,1
180,180,1
181,181,2
182,157,1
183,312,1
183,423,1
183,1772,1
184,8,1
185,82,2
185,183,2
185,531,1
186,1274,1
187,8,1
188,188,1
188,1448,1
189,412,1
190,82,1
190,190,2
191,8,1
191,129,1
191,351,1
191,531,1
192,82,1
192,444,1
193,193,3
194,120,1
194,194,6
195,82,1
196,196,1
196,260,1
196,329,1
197,197,2
198,198,2
199,68,1
200,147,1
201,201,1
202,202,2
203,1616,1
204,204,1
205,205,5
206,82,2
207,207,1
208,208,2
209,131,1
210,248,2
211,211,2
212,212,2
213,385,1
213,1560,1
214,214,8
215,215,1
216,216,1
217,217,2
218,82,1
219,219,1
220,1772,1
221,221,4
221,265,1
222,222,1
223,148,1
224,224,1
225,565,1
226,226,1
227,82,1
228,228,1
229,214,1
230,230,41
231,388,1
232,1772,1
233,233,1
234,1679,1
235,235,2
236,1448,1
237,237,1
238,238,3
239,794,1
240,240,3
241,241,1
242,82,2
243,82,1
243,243,3
244,1570,1
245,245,1
246,82,1
247,247,2
248,82,1
248,248,2
249,249,1
250,82,1
251,251,6
252,252,2
252,1571,1
253,253,4
254,82,1
254,1093,1
255,1633,1
256,265,1
257,257,3
258,1267,2
259,337,1
260,565,1
261,261,11
262,262,1
263,263,1
264,264,2
265,265,3
266,266,1
267,267,12
268,268,2
269,269,11
269,1658,2
270,252,1
270,1545,1
271,271,1
272,82,1
273,82,1
273,395,1
274,274,8
275,275,1
276,276,20
276,1772,1
277,277,6
278,278,1
279,279,2
280,280,1
