0,0,150
0,8,1
0,565,1
0,1244,1
0,1448,1
0,1560,1
0,1567,1
0,1664,1
1,1,2
2,1683,1
3,565,1
4,4,2
5,5,1
6,0,1
6,6,1
7,1545,1
8,8,1
8,312,1
9,278,1
10,300,1
10,1640,1
11,206,1
12,12,1
13,13,1
14,1570,1
14,1718,1
15,15,1
16,16,2
17,17,2
18,1448,1
19,19,2
20,67,1
21,0,1
21,21,2
21,26,1
21,1054,1
22,324,1
23,120,1
24,80,1
25,25,1
26,0,5
26,18,1
26,26,34
26,88,1
26,193,1
26,230,3
26,623,1
26,1651,1
26,1766,1
27,26,1
28,28,1
29,29,1
29,116,1
30,30,1
31,274,1
32,245,1
33,33,2
34,34,7
34,82,1
34,1560,1
34,1658,2
35,565,1
36,578,1
37,206,1
38,38,1
39,39,1
40,206,1
41,41,4
42,41,1
43,1642,2
44,401,1
45,1567,1
46,46,1
47,47,11
47,447,1
47,1448,1
47,1570,1
47,1691,1
48,565,1
49,49,9
49,860,1
49,1448,1
50,276,1
51,51,1
52,52,1
53,0,1
53,53,10
53,252,1
53,289,1
53,1173,1
54,54,2
55,563,1
56,56,1
57,214,1
58,58,1
59,421,1
60,60,1
61,251,1
62,62,1
62,346,1
63,346,1
64,1337,1
65,65,1
65,1067,1
66,66,1
66,1709,1
67,67,1
67,1698,1
68,68,1
69,69,1
70,623,1
70,1573,1
71,71,2
72,72,2
73,73,2
74,74,3
75,563,1
76,76,2
77,1,1
78,78,7
78,568,1
79,79,1
80,80,11
80,245,2
80,563,1
80,1592,1
81,82,1
82,82,16
82,412,1
83,201,1
84,84,1
85,245,1
86,8,1
87,80,1
87,87,14
88,88,1
89,89,1
90,90,4
90,245,1
91,248,1
91,260,1
92,92,3
93,93,1
93,412,1
94,94,1
95,1047,1
96,93,1
97,97,2
98,98,4
99,69,1
99,99,1
99,265,1
99,412,1
100,1448,1
101,1651,1
102,102,1
103,103,3
103,375,1
103,1402,1
104,1570,1
105,105,4
106,106,3
107,107,2
108,108,1
109,109,11
109,247,1
110,110,1
111,111,3
112,112,1
113,113,1
113,1448,1
114,73,1
115,115,6
116,589,1
117,117,1
118,118,3
118,365,1
119,106,1
120,120,30
120,265,1
120,423,1
121,121,6
122,122,3
123,123,1
124,103,1
124,230,1
124,261,1
124,265,1
125,125,1
126,358,1
127,307,1
127,356,1
128,128,1
129,129,1
130,130,1
130,323,1
131,131,27
131,237,1
132,1153,1
133,133,1
134,134,1
134,343,1
135,273,1
136,260,1
137,137,3
137,1448,1
138,138,1
139,256,1
140,1560,1
141,141,1
142,1683,1
143,423,1
144,260,1
144,326,1
144,337,1
144,1448,1
145,0,1
145,145,2
145,150,1
145,1232,1
146,375,1
147,63,1
147,147,3
147,329,1
147,357,1
147,421,1
148,148,3
148,391,1
149,82,1
149,149,3
150,150,1
151,151,1
151,1244,1
152,565,1
153,591,1
154,154,1
155,264,1
156,156,4
156,513,1
156,525,1
157,157,1
158,210,1
159,8,1
159,528,1
159,548,1
160,157,1
160,385,1
161,161,3
162,162,1
163,260,1
163,404,1
163,470,1
163,508,1
164,26,1
165,165,1
166,156,1
167,1224,1
168,1384,1
169,51,1
170,13,1
171,171,1
172,54,1
173,565,1
174,1557,1
175,421,1
176,176,2
177,177,1
178,565,1
179,179,1
180,675,1
181,181,2
182,1343,1
183,394,1
183,528,1
183,1524,1
184,1616,1
185,177,1
185,185,1
185,261,1
185,391,1
185,579,1
186,1274,1
187,1766,1
188,188,2
189,189,1
190,804,1
190,1422,1
190,1500,1
191,159,1
191,191,1
191,531,1
191,565,1
192,26,1
192,156,1
193,120,1
193,332,1
193,1448,1
194,194,5
194,387,1
194,408,1
195,1570,1
196,68,1
196,329,1
196,1749,1
197,150,2
198,198,2
199,318,1
200,147,1
201,201,1
202,202,1
202,289,1
203,1616,1
204,1391,1
205,13,1
205,205,3
205,1145,1
206,206,1
206,1683,1
207,62,1
208,208,2
209,131,1
210,210,2
211,211,2
212,212,2
213,213,2
214,214,8
215,215,1
216,216,1
217,217,2
218,230,1
219,1658,1
