Metric,Value
Validation,
Validation F1 Score,0.8838474406245188
Validation Accuracy Score,0.901803009983609
Regular Testing,
Test F1 Score,0.7241993423023123
Test Accuracy Score,0.8776817640047676
Test MCC,0.877172030286984
Test Balanced Accuracy,0.7515308586721007
Bootstrapping Results,
Accuracy ,0.8776904052443385
F1-Score,0.7261061769301504
MCC,0.8771796134376406
Balanced Accuracy,0.7701419411208417
