Metric,Value
Validation,
Validation F1 Score,0.7692156067317012
Validation Accuracy Score,0.8037550290567724
Regular Testing,
Test F1 Score,0.5276287235742233
Test Accuracy Score,0.7894815256257449
Test MCC,0.7887847173570637
Test Balanced Accuracy,0.5509771615055133
