Metric,Value
Validation,
Validation F1 Score,0.875108233263115
Validation Accuracy Score,0.8955446282223216
Regular Testing,
Test F1 Score,0.7385402917589378
Test Accuracy Score,0.884684147794994
Test MCC,0.8842193268062123
Test Balanced Accuracy,0.7592712806197828
