Metric,Value
Validation,
Validation F1 Score,0.8728106860040914
Validation Accuracy Score,0.8968703427719821
Regular Testing,
Test F1 Score,0.7151539121408145
Test Accuracy Score,0.8815377738042021
Test MCC,0.8810387887635427
Test Balanced Accuracy,0.7490362744636543
Bootstrapping Results,
Accuracy ,0.881432424377887
F1-Score,0.722404529546521
MCC,0.8809309705409197
Balanced Accuracy,0.770987279687968
