Metric,Value
Validation,
Validation F1 Score,0.8610233027389201
Validation Accuracy Score,0.8810907465355386
Regular Testing,
Test F1 Score,0.6887813622767877
Test Accuracy Score,0.8617401668653158
Test MCC,0.8611876192016981
Test Balanced Accuracy,0.7122102738932009
Bootstrapping Results,
Accuracy ,0.8616518176400476
F1-Score,0.6968365618183323
MCC,0.8610974804888756
Balanced Accuracy,0.734754740239375
