Metric,Value
Validation,
Validation F1 Score,0.8302928309782768
Validation Accuracy Score,0.8545671285948443
Regular Testing,
Test F1 Score,0.6445730927555618
Test Accuracy Score,0.8420738974970202
Test MCC,0.8414917803592027
Test Balanced Accuracy,0.6706992313537515
