Metric,Value
Validation,
Validation F1 Score,0.8855336378727809
Validation Accuracy Score,0.9055282372224706
Regular Testing,
Test F1 Score,0.7345539544191158
Test Accuracy Score,0.8833432657926102
Test MCC,0.882850159035524
Test Balanced Accuracy,0.7597840381449648
Bootstrapping Results,
Accuracy ,0.8831098033373063
F1-Score,0.7387314741169364
MCC,0.8826147773634243
Balanced Accuracy,0.7806500935698266
