Metric,Value
Validation,
Validation F1 Score,0.9162206855841845
Validation Accuracy Score,0.9304973037747154
Regular Testing,
Test F1 Score,0.8039287802456188
Test Accuracy Score,0.9134212103055722
Test MCC,0.9130611499312713
Test Balanced Accuracy,0.8295617355561994
Bootstrapping Results,
Accuracy ,0.9134493708807669
F1-Score,0.8031564088363409
MCC,0.9130898237263828
Balanced Accuracy,0.8435341637695037
