Metric,Value
Validation,
Validation F1 Score,0.8073901519659836
Validation Accuracy Score,0.835618479880775
Regular Testing,
Test F1 Score,0.6277001319839799
Test Accuracy Score,0.8225301743406348
Test MCC,0.8217751142306395
Test Balanced Accuracy,0.6608242203399721
Bootstrapping Results,
Accuracy ,0.8224549247504097
F1-Score,0.6321953705977772
MCC,0.8216966662317252
Balanced Accuracy,0.6851355912260878
