Metric,Value
Validation,
Validation F1 Score,0.9099745578697267
Validation Accuracy Score,0.9261533852606351
Regular Testing,
Test F1 Score,0.7856396571496688
Test Accuracy Score,0.9095266626722588
Test MCC,0.9091432035860364
Test Balanced Accuracy,0.8108657054174686
Bootstrapping Results,
Accuracy ,0.9096409526662671
F1-Score,0.7876898342096286
MCC,0.9092584725113284
Balanced Accuracy,0.827063905643226
