Metric,Value
Validation,
Validation F1 Score,0.8807814818316179
Validation Accuracy Score,0.902682563338301
Regular Testing,
Test F1 Score,0.7424078204545905
Test Accuracy Score,0.8907763373565788
Test MCC,0.8903217322804495
Test Balanced Accuracy,0.7695724396161179
Bootstrapping Results,
Accuracy ,0.8906961704663984
F1-Score,0.7472815369705986
MCC,0.8902392844834374
Balanced Accuracy,0.7889971086062674
