Metric,Value
Validation,
Validation F1 Score,0.8572407678230503
Validation Accuracy Score,0.8798986738191029
Regular Testing,
Test F1 Score,0.6798205757600709
Test Accuracy Score,0.8513110846245531
Test MCC,0.8506905552240657
Test Balanced Accuracy,0.7100707860300013
Bootstrapping Results,
Accuracy ,0.8512149880810489
F1-Score,0.6813195460566307
MCC,0.8505928231465739
Balanced Accuracy,0.7301729023800035
