Metric,Value
Validation,
Validation F1 Score,0.8661720757087978
Validation Accuracy Score,0.885412010132618
Regular Testing,
Test F1 Score,0.6943970618806106
Test Accuracy Score,0.8633790226460072
Test MCC,0.8628177713251916
Test Balanced Accuracy,0.725863780846021
Bootstrapping Results,
Accuracy ,0.8632166269368294
F1-Score,0.6978811004423974
MCC,0.8626533790778458
Balanced Accuracy,0.7473055392175931
