Metric,Value
Validation,
Validation F1 Score,0.8789965939903693
Validation Accuracy Score,0.8992698554611831
Regular Testing,
Test F1 Score,0.7378801712292554
Test Accuracy Score,0.8828963051251489
Test MCC,0.8824192568454047
Test Balanced Accuracy,0.7583709749957851
Bootstrapping Results,
Accuracy ,0.8827130512514899
F1-Score,0.7445941573294412
MCC,0.8822343094916568
Balanced Accuracy,0.7780691585923641
