Metric,Value
Validation,
Validation F1 Score,0.9014569516462444
Validation Accuracy Score,0.9175979734763821
Regular Testing,
Test F1 Score,0.7842690539117303
Test Accuracy Score,0.9042014302741359
Test MCC,0.9038054417126146
Test Balanced Accuracy,0.8074819926225972
Bootstrapping Results,
Accuracy ,0.9039859952324195
F1-Score,0.7848387979117927
MCC,0.9035883672737053
Balanced Accuracy,0.8226152529007029
