Metric,Value
Validation,
Validation F1 Score,0.8480836133376948
Validation Accuracy Score,0.8707562290543495
Regular Testing,
Test F1 Score,0.7181368727825097
Test Accuracy Score,0.8542698921597202
Test MCC,0.853649925037564
Test Balanced Accuracy,0.738889614370469
Bootstrapping Results,
Accuracy ,0.8544495773826872
F1-Score,0.7244366062642091
MCC,0.8538306092455232
Balanced Accuracy,0.7601955992308089
