Metric,Value
Validation,
Validation F1 Score,0.8281613749488952
Validation Accuracy Score,0.853822083147072
Regular Testing,
Test F1 Score,0.642455196752102
Test Accuracy Score,0.8407330154946365
Test MCC,0.8401362544287169
Test Balanced Accuracy,0.6667024762857992
