Metric,Value
Validation,
Validation F1 Score,0.809601493620362
Validation Accuracy Score,0.8421993741618239
Regular Testing,
Test F1 Score,0.6034989945602109
Test Accuracy Score,0.8277711561382598
Test MCC,0.8271002077994452
Test Balanced Accuracy,0.6309993214546287
