Metric,Value
Validation,
Validation F1 Score,0.7461723475019327
Validation Accuracy Score,0.7952615109521681
Regular Testing,
Test F1 Score,0.49024981711413723
Test Accuracy Score,0.7766686531585221
Test MCC,0.7757268334858225
Test Balanced Accuracy,0.5182081343978269
Bootstrapping Results,
Accuracy ,0.7765196662693683
F1-Score,0.5139788014281511
MCC,0.7755748712151181
Balanced Accuracy,0.5563008088721821
