Metric,Value
Validation,
Validation F1 Score,0.8051523152060259
Validation Accuracy Score,0.8339791356184799
Regular Testing,
Test F1 Score,0.6231646894074535
Test Accuracy Score,0.8171658471166742
Test MCC,0.8163846171767383
Test Balanced Accuracy,0.6547108226370213
Bootstrapping Results,
Accuracy ,0.8169554462822232
F1-Score,0.626332831701564
MCC,0.8161700479606604
Balanced Accuracy,0.6786417979938667
