Metric,Value
Validation,
Validation F1 Score,0.912993315360062
Validation Accuracy Score,0.9284649776453056
Regular Testing,
Test F1 Score,0.7946158201187176
Test Accuracy Score,0.9125316644315303
Test MCC,0.91216668307408
Test Balanced Accuracy,0.8196884791093924
Bootstrapping Results,
Accuracy ,0.9124148413053196
F1-Score,0.7954191834002736
MCC,0.9120480125998364
Balanced Accuracy,0.8346113457373651
