Metric,Value
Validation,
Validation F1 Score,0.8619993455331089
Validation Accuracy Score,0.8822828192519744
Regular Testing,
Test F1 Score,0.6851899109571573
Test Accuracy Score,0.8593563766388558
Test MCC,0.8587833317281844
Test Balanced Accuracy,0.7140389407838776
Bootstrapping Results,
Accuracy ,0.8592690703218115
F1-Score,0.6898624378075594
MCC,0.8586944077446057
Balanced Accuracy,0.7364321049165867
