Metric,Value
Validation,
Validation F1 Score,0.8610817036713251
Validation Accuracy Score,0.8830278646997467
Regular Testing,
Test F1 Score,0.6851719150371084
Test Accuracy Score,0.8547377830750894
Test MCC,0.8541269902292531
Test Balanced Accuracy,0.7141022302403768
Bootstrapping Results,
Accuracy ,0.8545816448152563
F1-Score,0.6859445706308818
MCC,0.8539689869721901
Balanced Accuracy,0.734557625408594
