Metric,Value
Validation,
Validation F1 Score,0.9154039103302768
Validation Accuracy Score,0.9307004470938898
Regular Testing,
Test F1 Score,0.8022658113049189
Test Accuracy Score,0.9164059007599463
Test MCC,0.9160586968700437
Test Balanced Accuracy,0.827822271794823
Bootstrapping Results,
Accuracy ,0.916319028460736
F1-Score,0.802701711651079
MCC,0.9159701090020799
Balanced Accuracy,0.8417138055839103
