Metric,Value
Validation,
Validation F1 Score,0.798865713232997
Validation Accuracy Score,0.8275964833854865
Regular Testing,
Test F1 Score,0.5840490527972242
Test Accuracy Score,0.8145113230035756
Test MCC,0.813848721828041
Test Balanced Accuracy,0.6066205474775216
Bootstrapping Results,
Accuracy ,0.8143937723480332
F1-Score,0.6027342746558536
MCC,0.8137285948392995
Balanced Accuracy,0.6371730632171796
