Metric,Value
Validation,
Validation F1 Score,0.8740536408402583
Validation Accuracy Score,0.8952466100432126
Regular Testing,
Test F1 Score,0.7337632136333497
Test Accuracy Score,0.884684147794994
Test MCC,0.884221368214208
Test Balanced Accuracy,0.7562033013740616
Bootstrapping Results,
Accuracy ,0.8844585816448153
F1-Score,0.741975802238809
MCC,0.883993892242165
Balanced Accuracy,0.7771890394139953
