Metric,Value
Validation,
Validation F1 Score,0.828254604294665
Validation Accuracy Score,0.8533750558784086
Regular Testing,
Test F1 Score,0.6384102467546425
Test Accuracy Score,0.8393921334922527
Test MCC,0.8387837549360171
Test Balanced Accuracy,0.6657111885306354
Bootstrapping Results,
Accuracy ,0.8392398688915376
F1-Score,0.6517279801474367
MCC,0.8386292725355411
Balanced Accuracy,0.6923865651781695
