Metric,Value
Validation,
Validation F1 Score,0.843661286446954
Validation Accuracy Score,0.871852182983162
Regular Testing,
Test F1 Score,0.6568217074307281
Test Accuracy Score,0.8484803337306317
Test MCC,0.8478370047693238
Test Balanced Accuracy,0.6832623941879369
Bootstrapping Results,
Accuracy ,0.8482318235995233
F1-Score,0.6681098186422588
MCC,0.8475861788868522
Balanced Accuracy,0.7096586094842926
