Metric,Value
Validation,
Validation F1 Score,0.8734216517217713
Validation Accuracy Score,0.8947995827745493
Regular Testing,
Test F1 Score,0.7299244270452616
Test Accuracy Score,0.8796185935637664
Test MCC,0.8791166869268644
Test Balanced Accuracy,0.7528545328222501
Bootstrapping Results,
Accuracy ,0.8793447556615018
F1-Score,0.7365894913156456
MCC,0.878840836184368
Balanced Accuracy,0.7737769056581886
