Metric,Value
Validation,
Validation F1 Score,0.8704173862938283
Validation Accuracy Score,0.8895526737578319
Regular Testing,
Test F1 Score,0.7344794159129255
Test Accuracy Score,0.863013698630137
Test MCC,0.8624318604432053
Test Balanced Accuracy,0.7635866029358659
Bootstrapping Results,
Accuracy ,0.8632197610026231
F1-Score,0.7363875736602985
MCC,0.8626394325814636
Balanced Accuracy,0.7831315275918476
