Metric,Value
Validation,
Validation F1 Score,0.90355029525648
Validation Accuracy Score,0.9216095380029806
Regular Testing,
Test F1 Score,0.7767307337545637
Test Accuracy Score,0.9058262554015795
Test MCC,0.9054317386738836
Test Balanced Accuracy,0.8030212195744969
Bootstrapping Results,
Accuracy ,0.905805692147221
F1-Score,0.7795412817547498
MCC,0.9054095093019868
Balanced Accuracy,0.8206907581227981
