Metric,Value
Validation,
Validation F1 Score,0.913695991320559
Validation Accuracy Score,0.9284649776453056
Regular Testing,
Test F1 Score,0.7935112601303191
Test Accuracy Score,0.9132767098793027
Test MCC,0.912917206995045
Test Balanced Accuracy,0.8211141662267439
Bootstrapping Results,
Accuracy ,0.9131534793622411
F1-Score,0.7940731453802856
MCC,0.9127920648391494
Balanced Accuracy,0.836322976747839
