Metric,Value
Validation,
Validation F1 Score,0.8264567485420385
Validation Accuracy Score,0.8520119225037258
Regular Testing,
Test F1 Score,0.6481906189539894
Test Accuracy Score,0.8334078378781106
Test MCC,0.8327053337616115
Test Balanced Accuracy,0.6758132961619918
Bootstrapping Results,
Accuracy ,0.8331506481895397
F1-Score,0.654128482575747
MCC,0.8324443789207878
Balanced Accuracy,0.7002443745811441
