Metric,Value
Validation,
F1 Score,  0.7523410261302491
Acc Score 0.7979436745641484
Regular Testing,
F1 Score,  0.5035555599246694
Acc Score,  0.781585220500596
MCC,  0.7807001585669244
Bal Acc,  0.5307935258838793
Bootstrapping Results,
Accuracy,  0.7813629320619785 0.005123966344965848
F1-Score,  0.5271661230138635 0.007245241248959045
MCC,  0.7804748154778356 0.005132830272723659
Bal Acc,  0.5670231403659219 0.006698015501825831
