Metric,Value
Validation,
Validation F1 Score,0.8587322490933615
Validation Accuracy Score,0.8849649828639548
Regular Testing,
Test F1 Score,0.6907498916629085
Test Accuracy Score,0.8671036948748511
Test MCC,0.8665469469818641
Test Balanced Accuracy,0.7139695735282987
