Metric,Value
Validation,
Validation F1 Score,0.8513815125499798
Validation Accuracy Score,0.8728952466100433
Regular Testing,
Test F1 Score,0.6692400307836652
Test Accuracy Score,0.8513110846245531
Test MCC,0.8507033460633808
Test Balanced Accuracy,0.7011557956317407
