Metric,Value
Validation,
Validation F1 Score,0.8284026759513771
Validation Accuracy Score,0.8539710922366265
Regular Testing,
Test F1 Score,0.6387443124746325
Test Accuracy Score,0.8402860548271752
Test MCC,0.839686626985821
Test Balanced Accuracy,0.6611485118349438
Bootstrapping Results,
Accuracy ,0.8401917461263408
F1-Score,0.6535448596474178
MCC,0.8395910406456161
Balanced Accuracy,0.6885204468107033
