Metric,Value
Validation,
Validation F1 Score,0.8936657713473984
Validation Accuracy Score,0.9132637853949329
Regular Testing,
Test F1 Score,0.7626530797864502
Test Accuracy Score,0.8994188645507376
Test MCC,0.8989977295474962
Test Balanced Accuracy,0.7886397052377471
Bootstrapping Results,
Accuracy ,0.8993376545969304
F1-Score,0.7657975619960344
MCC,0.898914406374995
Balanced Accuracy,0.8062078249830409
