Metric,Value
Validation,
Validation F1 Score,0.8819562420388094
Validation Accuracy Score,0.9004619281776188
Regular Testing,
Test F1 Score,0.7150071322025106
Test Accuracy Score,0.8757449344457687
Test MCC,0.8752270797667112
Test Balanced Accuracy,0.7421665643544908
Bootstrapping Results,
Accuracy ,0.875645262216925
F1-Score,0.719654064568961
MCC,0.8751259909259363
Balanced Accuracy,0.7634274068658929
