Metric,Value
Validation,
Validation F1 Score,0.8053472936766713
Validation Accuracy Score,0.8343018924154374
Regular Testing,
Test F1 Score,0.6165107499798027
Test Accuracy Score,0.8182359952324195
Test MCC,0.817565937733834
Test Balanced Accuracy,0.6376512081234018
Bootstrapping Results,
Accuracy ,0.8180220500595947
F1-Score,0.6291589203506036
MCC,0.817349416543425
Balanced Accuracy,0.6630304726570764
