Metric,Value
Validation,
Validation F1 Score,0.903220457064424
Validation Accuracy Score,0.9201311279988079
Regular Testing,
Test F1 Score,0.7872992796543405
Test Accuracy Score,0.9037544696066746
Test MCC,0.9033543369023268
Test Balanced Accuracy,0.810905833703593
Bootstrapping Results,
Accuracy ,0.9035904350417163
F1-Score,0.7880738632001756
MCC,0.9031888594718869
Balanced Accuracy,0.8260372141919817
