Metric,Value
Validation,
Validation F1 Score,0.8892675924141303
Validation Accuracy Score,0.9093889716840536
Regular Testing,
Test F1 Score,0.7576020283349831
Test Accuracy Score,0.8955446282223216
Test MCC,0.8951067808023419
Test Balanced Accuracy,0.7860279711453723
Bootstrapping Results,
Accuracy ,0.8954446431232306
F1-Score,0.7596619357793234
MCC,0.895004487444058
Balanced Accuracy,0.8039842163035992
