Metric,Value
Validation,
Validation F1 Score,0.8478358490889203
Validation Accuracy Score,0.8701733935596678
Regular Testing,
Test F1 Score,0.7149265651161739
Test Accuracy Score,0.8519382104342758
Test MCC,0.8513042910373517
Test Balanced Accuracy,0.7372100645467309
